IDSession,TipoEvento,Valor,Tiempo(s)
1,Scroll,4659,9
1,Scroll,4664,9
1,Scroll,4667,10
1,Scroll,4676,10
1,Scroll,4688,10
1,Scroll,4715,10
1,Scroll,4760,10
1,Scroll,4821,10
1,Scroll,4889,10
1,Scroll,4953,10
1,Scroll,5000,10
1,Scroll,5035,10
1,Scroll,5038,10
1,Scroll,5051,10
1,Scroll,5082,10
1,Scroll,5134,10
1,Scroll,5202,10
1,Scroll,5275,10
1,Scroll,5339,10
1,Scroll,5382,10
1,Scroll,5403,10
1,Scroll,5406,10
1,Scroll,5409,10
1,Scroll,5415,10
1,Scroll,5432,10
1,Scroll,5475,10
1,Scroll,5506,10
1,Scroll,5567,10
1,Scroll,5730,10
1,Scroll,5804,10
1,Scroll,5855,10
1,Scroll,5880,10
1,Scroll,5883,10
1,Scroll,5888,11
1,Scroll,5901,11
1,Scroll,5934,11
1,Scroll,6055,11
1,Scroll,6129,11
1,Scroll,6191,11
1,Scroll,6233,11
1,Scroll,6252,11
1,Scroll,6254,11
1,Scroll,6256,11
1,Scroll,6261,11
1,Scroll,6284,11
1,Scroll,6393,11
1,Scroll,6468,11
1,Scroll,6539,11
1,Scroll,6591,11
1,Scroll,6619,11
1,Scroll,6625,11
1,Scroll,6629,11
1,Scroll,6645,11
1,Scroll,6660,11
1,Scroll,6686,11
1,Scroll,6721,11
1,Scroll,6762,11
1,Scroll,6809,11
1,Scroll,6854,11
1,Scroll,6921,11
1,Scroll,6937,11
1,Scroll,6942,11
1,Scroll,6943,11
1,Scroll,6944,11
1,Scroll,6951,11
1,Scroll,6967,11
1,Scroll,6994,11
1,Scroll,7030,11
1,Scroll,7072,11
1,Scroll,7154,11
1,Scroll,7183,11
1,Scroll,7201,11
1,Scroll,7207,11
1,Scroll,7208,11
